order_id,carrier,tracking_number,shipped_date,estimated_delivery,current_status,last_location
ORD102806,FedEx,UP1659850145,2026-02-09,2026-02-18,In Transit,"Portland, OR"
ORD102808,UPS,FE2857138216,2026-03-25,2026-03-27,Delivered,"Portland, OR"
ORD102809,DHL,US3569326692,2026-02-13,2026-02-17,Delivered,"Minneapolis, MN"
ORD102810,USPS,US8442785768,2025-12-10,2025-12-16,Delayed - carrier exception,"Nashville, TN"
ORD102811,UPS,US6013567756,2026-03-28,2026-03-31,Out for Delivery,"Phoenix, AZ"
ORD102812,USPS,US2243527235,2025-11-17,2025-11-25,Delivered,"Boston, MA"
ORD102813,FedEx,FE2289570471,2026-05-31,2026-06-05,In Transit,"Salt Lake City, UT"
ORD102814,USPS,US4106309533,2026-05-15,2026-05-19,Returned to Sender,"Chicago, IL"
ORD102816,UPS,UP2703897082,2026-03-02,2026-03-04,Returned to Sender,"Denver, CO"
ORD102818,FedEx,FE7034476166,2026-04-27,2026-05-03,Delivered,"Seattle, WA"
ORD102819,USPS,FE9755172847,2025-09-03,2025-09-07,Delivered,"Denver, CO"
ORD102820,DHL,UP9650659862,2025-09-16,2025-09-20,Delivered,"Portland, OR"
ORD102821,UPS,UP9037323472,2026-05-16,2026-05-20,In Transit,"Boston, MA"
ORD102822,DHL,FE2186790605,2025-11-24,2025-12-01,Delivered,"Chicago, IL"
ORD102823,DHL,FE4151229030,2026-03-11,2026-03-17,Delivered,"San Diego, CA"
ORD102824,USPS,FE7333248215,2025-09-03,2025-09-10,Out for Delivery,"Salt Lake City, UT"
ORD102826,USPS,US2267433689,2025-10-21,2025-10-25,Returned to Sender,"Salt Lake City, UT"
ORD102827,FedEx,DH6496550932,2025-10-18,2025-10-26,Delivered,"Denver, CO"
ORD102829,USPS,US5047265986,2025-10-06,2025-10-10,Delivered,"Raleigh, NC"
ORD102830,UPS,US5974079499,2026-07-04,2026-07-09,Out for Delivery,"Denver, CO"
ORD102831,UPS,DH1757453067,2026-04-07,2026-04-12,Delivered,"Phoenix, AZ"
ORD102834,USPS,UP5830407917,2025-09-11,2025-09-19,Delivered,"Minneapolis, MN"
ORD102835,DHL,DH2419548278,2025-08-01,2025-08-07,Out for Delivery,"Seattle, WA"
ORD102836,DHL,DH8993860620,2026-07-04,2026-07-11,Out for Delivery,"Austin, TX"
ORD102837,FedEx,UP4620791795,2025-12-26,2026-01-02,Delivered,"Atlanta, GA"
ORD102838,USPS,UP3831134851,2026-02-18,2026-02-21,Delivered,"Miami, FL"
ORD102840,UPS,FE5312045698,2026-03-13,2026-03-19,Delivered,"Salt Lake City, UT"
ORD102842,UPS,DH1845477031,2025-09-21,2025-09-26,Delivered,"Nashville, TN"
ORD102843,USPS,FE9540571439,2026-01-28,2026-01-30,Delivered,"Seattle, WA"
ORD102845,USPS,DH8340694032,2026-03-03,2026-03-07,Delivered,"Boston, MA"
ORD102846,DHL,FE1030594777,2025-12-18,2025-12-23,In Transit,"Phoenix, AZ"
ORD102847,UPS,UP3047647530,2026-07-05,2026-07-08,Delivered,"Columbus, OH"
ORD102848,USPS,FE5612826927,2026-05-30,2026-06-02,In Transit,"Boston, MA"
ORD102849,UPS,UP2767365766,2026-03-05,2026-03-12,Delivered,"San Diego, CA"
ORD102850,DHL,US5640389791,2025-09-13,2025-09-21,Delivered,"Nashville, TN"
ORD102851,DHL,DH4436424675,2025-09-08,2025-09-15,In Transit,"Seattle, WA"
ORD102852,DHL,US5768489573,2026-01-22,2026-01-29,Delivered,"Boston, MA"
ORD102853,FedEx,UP2234051509,2026-03-21,2026-03-29,Delivered,"Seattle, WA"
ORD102854,DHL,US7209886874,2025-08-13,2025-08-21,Delivered,"Nashville, TN"
ORD102855,UPS,US9184044039,2026-03-07,2026-03-11,Delivered,"Denver, CO"
ORD102856,USPS,DH2603811547,2026-03-30,2026-04-02,Delivered,"Chicago, IL"
ORD102857,DHL,US6554060314,2026-03-02,2026-03-07,In Transit,"Miami, FL"
ORD102859,DHL,US3606548169,2025-12-14,2025-12-23,In Transit,"Boston, MA"
ORD102861,USPS,FE6349425718,2026-05-26,2026-05-28,In Transit,"Chicago, IL"
ORD102862,FedEx,FE7172480902,2025-11-01,2025-11-03,Delivered,"Chicago, IL"
ORD102863,USPS,US8410213551,2026-03-12,2026-03-21,In Transit,"Miami, FL"
ORD102864,USPS,DH9877853691,2026-01-31,2026-02-03,Delivered,"Portland, OR"
ORD102865,DHL,DH8974221026,2026-02-10,2026-02-15,Delivered,"Seattle, WA"
ORD102866,UPS,FE9066939728,2026-06-07,2026-06-09,Delivered,"Raleigh, NC"
ORD102868,UPS,DH9719968606,2025-11-23,2025-12-01,Delivered,"Austin, TX"
ORD102869,FedEx,UP7733642963,2026-07-16,2026-07-25,Delivered,"Boston, MA"
ORD102870,UPS,FE9071954394,2025-10-17,2025-10-20,Delivered,"Atlanta, GA"
ORD102873,FedEx,UP3720856677,2026-03-19,2026-03-24,Delivered,"Chicago, IL"
ORD102875,DHL,US1572867768,2026-04-02,2026-04-11,Delivered,"Seattle, WA"
ORD102876,FedEx,US7815175212,2026-04-02,2026-04-08,Delivered,"Raleigh, NC"
ORD102877,DHL,FE9543019161,2026-07-23,2026-07-29,Delivered,"Phoenix, AZ"
ORD102878,DHL,FE1764227030,2026-04-30,2026-05-09,In Transit,"Denver, CO"
ORD102879,DHL,DH4328037907,2025-11-07,2025-11-11,In Transit,"Raleigh, NC"
ORD102880,DHL,FE6526943085,2026-01-21,2026-01-23,Returned to Sender,"Chicago, IL"
ORD102881,DHL,US1766291598,2026-05-17,2026-05-23,Delivered,"Columbus, OH"
ORD102882,USPS,US8982680291,2025-10-13,2025-10-18,In Transit,"Portland, OR"
ORD102884,FedEx,UP5997741583,2026-04-16,2026-04-18,Delivered,"Atlanta, GA"
ORD102885,FedEx,US9406180973,2025-12-01,2025-12-10,Delayed - carrier exception,"Chicago, IL"
ORD102886,FedEx,FE1210267569,2026-07-02,2026-07-04,Delivered,"Portland, OR"
ORD102887,DHL,UP4289087482,2026-04-29,2026-05-07,Out for Delivery,"Columbus, OH"
ORD102888,UPS,US3202139674,2025-11-10,2025-11-18,In Transit,"Miami, FL"
ORD102890,FedEx,DH2734630793,2026-06-22,2026-06-26,Delivered,"Denver, CO"
ORD102891,FedEx,FE7225655544,2025-11-15,2025-11-19,Delivered,"Miami, FL"
ORD102892,DHL,US9192132265,2026-03-17,2026-03-19,Delivered,"Phoenix, AZ"
ORD102893,UPS,DH1504008708,2026-05-21,2026-05-25,Delivered,"Atlanta, GA"
ORD102894,USPS,FE8833274131,2025-10-17,2025-10-20,Delivered,"Miami, FL"
ORD102895,DHL,DH4644185077,2025-11-17,2025-11-21,Delivered,"Atlanta, GA"
ORD102896,UPS,US1035599120,2026-04-02,2026-04-08,Delivered,"Nashville, TN"
ORD102897,FedEx,US6254844264,2026-05-28,2026-06-03,Out for Delivery,"Columbus, OH"
ORD102898,FedEx,DH7204636938,2026-02-08,2026-02-16,Delivered,"Denver, CO"
ORD102899,DHL,FE5878272186,2025-10-11,2025-10-13,Returned to Sender,"Seattle, WA"
ORD102901,FedEx,DH1027471128,2026-05-10,2026-05-14,Returned to Sender,"Minneapolis, MN"
ORD102903,USPS,US4293334422,2025-10-12,2025-10-18,Delivered,"San Diego, CA"
ORD102904,FedEx,US4917712348,2026-05-19,2026-05-24,In Transit,"Miami, FL"
ORD102905,FedEx,UP7376661321,2026-07-04,2026-07-07,Delayed - carrier exception,"Raleigh, NC"
ORD102906,UPS,FE6477780330,2026-04-16,2026-04-21,Out for Delivery,"Nashville, TN"
ORD102907,USPS,FE2548844313,2026-04-22,2026-04-26,In Transit,"Miami, FL"
ORD102908,DHL,FE7731318726,2025-08-24,2025-08-27,Returned to Sender,"Seattle, WA"
ORD102909,USPS,DH9887936028,2026-05-09,2026-05-17,Returned to Sender,"Phoenix, AZ"
ORD102910,UPS,UP4121407135,2026-06-25,2026-07-03,In Transit,"Boston, MA"
ORD102911,USPS,FE7086182821,2025-08-03,2025-08-08,Delivered,"Salt Lake City, UT"
ORD102912,USPS,US8285266901,2026-02-10,2026-02-12,Delivered,"Nashville, TN"
ORD102914,DHL,FE3544724172,2026-03-25,2026-03-29,Delivered,"Denver, CO"
ORD102915,FedEx,FE5856618057,2026-03-04,2026-03-07,Out for Delivery,"Denver, CO"
ORD102916,UPS,UP9621872080,2026-07-12,2026-07-15,Delivered,"Minneapolis, MN"
ORD102917,USPS,DH4788405613,2025-12-03,2025-12-05,Returned to Sender,"Chicago, IL"
ORD102918,FedEx,US1174958721,2026-06-21,2026-06-29,Delivered,"Minneapolis, MN"
ORD102919,USPS,US6725282200,2026-05-11,2026-05-14,Delivered,"Nashville, TN"
ORD102920,USPS,FE6561821592,2026-06-22,2026-06-25,In Transit,"Minneapolis, MN"
ORD102921,UPS,DH6973821056,2026-06-02,2026-06-09,Delivered,"Boston, MA"
ORD102922,USPS,FE6276939452,2025-12-27,2026-01-04,Returned to Sender,"Phoenix, AZ"
ORD102923,USPS,US8078661984,2025-10-06,2025-10-14,Delayed - carrier exception,"Boston, MA"
ORD102924,USPS,UP1862274520,2025-10-23,2025-10-25,Delivered,"Raleigh, NC"
ORD102925,DHL,US3039342057,2026-06-19,2026-06-21,Delivered,"Seattle, WA"
ORD102927,USPS,UP1515911984,2026-02-11,2026-02-18,Delivered,"Raleigh, NC"
ORD102928,DHL,UP7915241580,2026-01-08,2026-01-10,Delivered,"Nashville, TN"
ORD102929,FedEx,UP8476568228,2026-03-03,2026-03-05,Delivered,"Boston, MA"
ORD102930,UPS,US5743664560,2025-10-03,2025-10-06,Delivered,"Columbus, OH"
ORD102931,DHL,US5798783322,2026-03-09,2026-03-18,Delivered,"Austin, TX"
ORD102932,DHL,FE9354145009,2025-12-04,2025-12-07,Delivered,"Atlanta, GA"
ORD102934,FedEx,DH6902739795,2026-06-12,2026-06-14,In Transit,"Columbus, OH"
ORD102935,UPS,DH4682833821,2026-01-02,2026-01-09,In Transit,"Phoenix, AZ"
ORD102937,FedEx,FE9319510436,2025-12-03,2025-12-07,Delivered,"Chicago, IL"
ORD102938,FedEx,FE3059042749,2025-08-02,2025-08-05,Out for Delivery,"Raleigh, NC"
ORD102940,UPS,UP5487573681,2025-11-02,2025-11-04,Delayed - carrier exception,"Atlanta, GA"
ORD102941,UPS,FE2585499565,2026-03-26,2026-04-02,Delayed - carrier exception,"Atlanta, GA"
ORD102942,DHL,US4790247182,2026-01-24,2026-02-02,Delayed - carrier exception,"Seattle, WA"
ORD102943,UPS,DH6872023659,2025-12-12,2025-12-15,Delivered,"San Diego, CA"
ORD102944,UPS,US6169618627,2026-06-26,2026-06-30,Delivered,"Seattle, WA"
ORD102947,UPS,UP7133891180,2026-06-14,2026-06-21,Delivered,"Boston, MA"
ORD102948,UPS,DH8667223846,2026-03-22,2026-03-25,Delivered,"Chicago, IL"
ORD102950,USPS,UP9744200646,2026-04-27,2026-05-01,In Transit,"Phoenix, AZ"
ORD102951,USPS,DH4650022492,2026-07-18,2026-07-27,Returned to Sender,"Chicago, IL"
ORD102952,FedEx,FE3343088613,2026-04-30,2026-05-07,Delivered,"Boston, MA"
ORD102953,DHL,UP1585826025,2025-08-19,2025-08-23,In Transit,"Denver, CO"
ORD102954,UPS,FE6561863597,2025-12-12,2025-12-16,Delivered,"Boston, MA"
ORD102955,DHL,DH4478066037,2026-04-01,2026-04-10,Delivered,"Miami, FL"
ORD102956,UPS,UP2688971274,2026-07-14,2026-07-20,Delivered,"Seattle, WA"
ORD102957,FedEx,US2908819491,2025-12-17,2025-12-22,Delivered,"Denver, CO"
ORD102958,DHL,DH2636187511,2025-10-30,2025-11-03,Delivered,"Portland, OR"
ORD102959,FedEx,US5348443137,2026-01-17,2026-01-25,Delivered,"Miami, FL"
ORD102960,DHL,US2669781844,2026-04-12,2026-04-18,Returned to Sender,"Miami, FL"
ORD102961,USPS,DH4891377984,2025-09-11,2025-09-20,Delivered,"Nashville, TN"
ORD102964,FedEx,US2982804956,2025-12-15,2025-12-23,Delivered,"Phoenix, AZ"
ORD102965,FedEx,UP3921973753,2026-02-03,2026-02-06,Delivered,"Raleigh, NC"
ORD102966,DHL,DH3610923884,2026-03-26,2026-04-02,In Transit,"Miami, FL"
ORD102967,FedEx,UP2860756365,2026-01-01,2026-01-08,Delivered,"Seattle, WA"
ORD102968,FedEx,US4200417365,2025-08-04,2025-08-07,Out for Delivery,"Phoenix, AZ"
ORD102969,DHL,UP8660495862,2025-09-01,2025-09-05,Delivered,"Columbus, OH"
ORD102970,UPS,UP6520667211,2025-11-03,2025-11-09,Delivered,"San Diego, CA"
ORD102971,USPS,UP8948459904,2026-02-19,2026-02-28,Delivered,"Atlanta, GA"
ORD102972,FedEx,UP5949576328,2026-06-18,2026-06-21,Delayed - carrier exception,"Miami, FL"
ORD102976,UPS,US4845332433,2026-06-14,2026-06-23,In Transit,"Austin, TX"
ORD102977,DHL,US7658662477,2026-03-30,2026-04-08,Delivered,"Minneapolis, MN"
ORD102978,UPS,FE1031758004,2025-11-10,2025-11-15,Delivered,"Chicago, IL"
ORD102979,DHL,UP7915705955,2026-01-20,2026-01-23,Delivered,"Columbus, OH"
ORD102980,FedEx,UP3441219973,2025-10-19,2025-10-21,Delivered,"Columbus, OH"
ORD102981,UPS,US9948433113,2026-02-12,2026-02-20,Delivered,"Salt Lake City, UT"
ORD102982,USPS,US4114612111,2025-10-27,2025-11-01,Delivered,"Nashville, TN"
ORD102983,UPS,FE3131155305,2026-06-09,2026-06-14,Delivered,"Phoenix, AZ"
ORD102984,USPS,FE5963109654,2025-12-30,2026-01-02,Delivered,"Phoenix, AZ"
ORD102985,FedEx,UP8089880448,2026-04-14,2026-04-18,Delivered,"Portland, OR"
ORD102986,UPS,FE9047609954,2025-09-22,2025-09-26,Delayed - carrier exception,"Portland, OR"
ORD102987,DHL,DH8125843701,2026-07-18,2026-07-27,Delivered,"Columbus, OH"
ORD102989,FedEx,DH1005011598,2026-07-21,2026-07-25,Delivered,"Minneapolis, MN"
ORD102990,USPS,DH6818334907,2026-07-09,2026-07-16,Delivered,"Denver, CO"
ORD102991,DHL,UP4610685908,2025-08-22,2025-08-24,Returned to Sender,"Nashville, TN"
ORD102992,FedEx,US3641461201,2026-05-16,2026-05-24,Delivered,"Boston, MA"
ORD102994,DHL,FE1336517434,2025-08-22,2025-08-28,Delivered,"San Diego, CA"
ORD102996,UPS,FE4390439218,2026-06-23,2026-06-27,In Transit,"Seattle, WA"
ORD102997,FedEx,UP7797058166,2026-05-11,2026-05-14,In Transit,"Denver, CO"
ORD102998,UPS,UP2681483524,2025-12-03,2025-12-11,Delivered,"Portland, OR"
ORD102999,DHL,US7268544382,2025-12-29,2026-01-04,Delivered,"Minneapolis, MN"
ORD103000,FedEx,DH1606554112,2026-02-24,2026-03-02,In Transit,"Minneapolis, MN"
ORD103003,USPS,US6507381541,2025-09-07,2025-09-16,Delivered,"Minneapolis, MN"
ORD103004,USPS,US8662579538,2025-10-26,2025-10-30,In Transit,"San Diego, CA"
ORD103005,FedEx,DH1999197214,2026-06-01,2026-06-08,Delivered,"Nashville, TN"
ORD103007,USPS,UP3293779067,2026-04-01,2026-04-07,Delivered,"Denver, CO"
ORD103008,USPS,DH7444306320,2026-03-09,2026-03-15,Delivered,"Minneapolis, MN"
ORD103010,FedEx,FE5697621993,2026-01-21,2026-01-24,Delayed - carrier exception,"Salt Lake City, UT"
ORD103011,USPS,FE3310051469,2025-11-05,2025-11-07,Returned to Sender,"Denver, CO"
ORD103012,DHL,FE3504000119,2026-01-20,2026-01-22,Delivered,"Seattle, WA"
ORD103013,UPS,US9152534902,2026-06-20,2026-06-25,Returned to Sender,"Nashville, TN"
ORD103014,UPS,FE1925870637,2025-09-16,2025-09-18,Delivered,"Seattle, WA"
ORD103016,DHL,UP4224008667,2026-01-05,2026-01-12,In Transit,"Columbus, OH"
ORD103017,USPS,FE7951215955,2026-05-30,2026-06-01,Delivered,"Austin, TX"
ORD103018,FedEx,DH8446261403,2025-11-10,2025-11-12,Delayed - carrier exception,"Boston, MA"
ORD103019,USPS,FE3198545165,2026-07-20,2026-07-24,Returned to Sender,"Miami, FL"
ORD103020,USPS,DH8542116844,2026-02-18,2026-02-22,Delivered,"Nashville, TN"
ORD103021,USPS,US5089379129,2025-11-21,2025-11-29,Delivered,"Austin, TX"
ORD103022,DHL,UP9334861755,2025-10-20,2025-10-25,Delivered,"Nashville, TN"
ORD103023,USPS,DH8271171722,2026-01-04,2026-01-11,Delivered,"Boston, MA"
ORD103024,FedEx,UP3122353633,2026-01-08,2026-01-11,Delivered,"Nashville, TN"
ORD103026,DHL,DH5630753032,2026-03-05,2026-03-09,Delivered,"Phoenix, AZ"
ORD103027,DHL,UP4229124671,2025-11-30,2025-12-03,In Transit,"Miami, FL"
ORD103028,FedEx,US1031600655,2025-12-21,2025-12-26,Delivered,"Austin, TX"
ORD103029,USPS,DH1001738235,2026-03-03,2026-03-09,Out for Delivery,"Austin, TX"
ORD103030,FedEx,US2678947567,2026-05-07,2026-05-16,Delivered,"San Diego, CA"
ORD103032,UPS,DH9390567135,2026-05-03,2026-05-11,In Transit,"San Diego, CA"
ORD103033,UPS,DH3674833330,2025-09-05,2025-09-11,Delivered,"Salt Lake City, UT"
ORD103034,UPS,US8827904793,2026-07-30,2026-08-05,In Transit,"Denver, CO"
ORD103035,DHL,DH1107295826,2026-05-02,2026-05-05,Delivered,"Miami, FL"
ORD103037,DHL,UP6634825145,2026-06-16,2026-06-18,Out for Delivery,"Atlanta, GA"
ORD103038,FedEx,UP6608406352,2025-11-08,2025-11-13,Out for Delivery,"Austin, TX"
ORD103039,DHL,DH5731869611,2026-02-21,2026-02-28,Returned to Sender,"Atlanta, GA"
ORD103040,USPS,DH7210161259,2026-07-08,2026-07-11,Returned to Sender,"San Diego, CA"
ORD103042,FedEx,US8314234603,2026-01-12,2026-01-14,Delivered,"Seattle, WA"
ORD103043,USPS,DH4848196890,2025-08-30,2025-09-04,Delivered,"Austin, TX"
ORD103044,FedEx,US6127693737,2025-10-20,2025-10-25,In Transit,"Columbus, OH"
ORD103045,UPS,UP9261223092,2025-11-24,2025-11-30,Delivered,"Miami, FL"
ORD103046,UPS,US8569440102,2026-04-09,2026-04-14,Delivered,"Nashville, TN"
ORD103048,UPS,DH3438771142,2026-06-20,2026-06-24,Delayed - carrier exception,"Atlanta, GA"
ORD103049,DHL,UP2401179331,2026-07-14,2026-07-18,Delivered,"Raleigh, NC"
ORD103050,DHL,DH7190419224,2026-04-04,2026-04-10,Returned to Sender,"Miami, FL"
ORD103051,DHL,FE9052571525,2025-11-08,2025-11-17,In Transit,"Portland, OR"
ORD103052,USPS,DH1753522118,2026-04-24,2026-05-01,Delivered,"Portland, OR"
ORD103053,FedEx,US1999510079,2025-11-16,2025-11-23,Delivered,"Minneapolis, MN"
ORD103054,DHL,DH8039458606,2025-09-07,2025-09-09,In Transit,"Miami, FL"
ORD103055,FedEx,US4724005182,2025-08-28,2025-09-06,In Transit,"Austin, TX"
ORD103056,DHL,DH2362221571,2025-09-10,2025-09-17,Delivered,"San Diego, CA"
ORD103058,USPS,DH8961392368,2025-11-19,2025-11-21,Delivered,"Austin, TX"
ORD103059,UPS,FE6330247623,2026-04-07,2026-04-10,In Transit,"Chicago, IL"
ORD103060,DHL,UP6733365481,2025-12-13,2025-12-21,In Transit,"Columbus, OH"
ORD103061,FedEx,FE6925345526,2026-06-28,2026-07-04,Delivered,"Phoenix, AZ"
ORD103062,DHL,US7671758186,2026-05-20,2026-05-28,Returned to Sender,"Atlanta, GA"
ORD103064,UPS,FE4229358726,2026-07-19,2026-07-22,In Transit,"Seattle, WA"
ORD103065,FedEx,DH8169225249,2025-10-09,2025-10-16,Delivered,"Atlanta, GA"
ORD103066,FedEx,UP1755507859,2026-04-07,2026-04-09,Delivered,"Minneapolis, MN"
ORD103067,DHL,US6624589937,2025-08-13,2025-08-17,In Transit,"Boston, MA"
ORD103068,USPS,UP9114948856,2025-11-22,2025-11-29,Delivered,"Minneapolis, MN"
ORD103069,USPS,DH3343021812,2026-01-31,2026-02-06,Delivered,"Minneapolis, MN"
ORD103070,UPS,FE5808162155,2025-09-18,2025-09-22,In Transit,"San Diego, CA"
ORD103072,FedEx,UP4606264829,2026-07-27,2026-08-05,Delivered,"Denver, CO"
ORD103073,UPS,US9445628409,2026-07-22,2026-07-30,Delivered,"Salt Lake City, UT"
ORD103075,FedEx,UP9894642169,2026-05-13,2026-05-22,Delivered,"Phoenix, AZ"
ORD103076,UPS,DH9486249133,2025-11-02,2025-11-04,Delivered,"Portland, OR"
ORD103077,UPS,US2778320552,2026-05-20,2026-05-26,Delayed - carrier exception,"Chicago, IL"
ORD103079,USPS,DH9801666931,2025-08-22,2025-08-27,Delivered,"Columbus, OH"
ORD103080,UPS,US8768944387,2025-12-27,2026-01-02,Delivered,"Portland, OR"
ORD103081,DHL,US1166345469,2026-06-11,2026-06-18,Delivered,"Austin, TX"
ORD103082,USPS,US5362011539,2025-11-08,2025-11-12,Delayed - carrier exception,"San Diego, CA"
ORD103084,FedEx,US7464043491,2026-06-09,2026-06-15,Delivered,"Boston, MA"
ORD103085,DHL,UP1765758284,2025-08-08,2025-08-11,In Transit,"Austin, TX"
ORD103087,DHL,DH1337185615,2026-01-16,2026-01-23,Delivered,"Portland, OR"
ORD103088,USPS,DH5099866806,2025-08-20,2025-08-28,Delivered,"Seattle, WA"
ORD103089,UPS,FE9414289000,2026-07-08,2026-07-16,Returned to Sender,"Salt Lake City, UT"
ORD103090,USPS,DH2410872348,2026-06-21,2026-06-28,In Transit,"Portland, OR"
ORD103091,USPS,US6394997489,2025-09-26,2025-09-28,Delivered,"Raleigh, NC"
ORD103092,FedEx,US1969676287,2026-01-11,2026-01-17,Delivered,"Nashville, TN"
ORD103094,DHL,FE6084567125,2026-04-07,2026-04-13,Delivered,"Minneapolis, MN"
ORD103095,DHL,FE5389608336,2026-06-18,2026-06-27,Delivered,"Phoenix, AZ"
ORD103097,DHL,US2621013168,2025-10-05,2025-10-07,Delivered,"Columbus, OH"
ORD103098,DHL,DH6231038753,2026-05-25,2026-06-03,Out for Delivery,"Phoenix, AZ"
ORD103099,FedEx,UP9843600676,2026-05-31,2026-06-05,Delivered,"Austin, TX"
ORD103101,FedEx,UP5245723987,2025-08-22,2025-08-27,Delivered,"Salt Lake City, UT"
ORD103102,FedEx,FE3035081190,2026-04-16,2026-04-20,Delayed - carrier exception,"Miami, FL"
ORD103103,FedEx,DH6630286899,2026-03-20,2026-03-25,Delivered,"Boston, MA"
ORD103104,FedEx,FE4228379629,2025-09-23,2025-09-25,Delivered,"Minneapolis, MN"
ORD103105,FedEx,FE9992170046,2025-11-26,2025-11-28,Delivered,"Atlanta, GA"
ORD103106,USPS,UP8065652224,2026-06-25,2026-06-29,In Transit,"Atlanta, GA"
ORD103107,UPS,UP9212426164,2026-01-12,2026-01-19,Delivered,"Salt Lake City, UT"
ORD103108,UPS,FE4385937995,2026-01-06,2026-01-09,Delivered,"Columbus, OH"
ORD103109,DHL,DH5802545723,2025-10-07,2025-10-10,In Transit,"Seattle, WA"
ORD103110,DHL,DH7287740296,2026-05-19,2026-05-27,Delivered,"Phoenix, AZ"
ORD103111,UPS,DH4869254941,2026-07-21,2026-07-25,Delivered,"Chicago, IL"
ORD103112,DHL,UP9329894536,2026-03-28,2026-04-06,In Transit,"Austin, TX"
ORD103113,UPS,FE8035966662,2025-08-01,2025-08-04,Returned to Sender,"Chicago, IL"
ORD103114,USPS,US7442128592,2026-07-16,2026-07-20,Returned to Sender,"Columbus, OH"
ORD103115,FedEx,FE2792856242,2025-08-28,2025-09-06,Delivered,"Columbus, OH"
ORD103117,FedEx,FE8315450978,2026-04-10,2026-04-18,In Transit,"Portland, OR"
ORD103118,USPS,FE2954871639,2025-12-29,2025-12-31,Delivered,"Columbus, OH"
ORD103119,FedEx,US7004940196,2026-06-06,2026-06-10,Delivered,"Nashville, TN"
ORD103120,FedEx,DH4478804975,2026-07-14,2026-07-18,Delivered,"San Diego, CA"
ORD103121,FedEx,FE3034447658,2026-07-08,2026-07-14,Delivered,"Boston, MA"
ORD103122,FedEx,UP5116012909,2026-07-28,2026-08-03,Delivered,"Phoenix, AZ"
ORD103123,UPS,DH1858173272,2026-02-03,2026-02-08,Delivered,"Austin, TX"
ORD103124,UPS,US1006184179,2026-01-05,2026-01-10,Delivered,"Phoenix, AZ"
ORD103125,DHL,DH3684631260,2026-03-01,2026-03-09,Delivered,"Columbus, OH"
ORD103126,FedEx,US6222992234,2025-12-15,2025-12-23,Delivered,"Atlanta, GA"
ORD103127,USPS,DH2563325923,2025-08-08,2025-08-12,Delivered,"Columbus, OH"
ORD103128,UPS,US8543442108,2025-10-14,2025-10-20,Delivered,"Minneapolis, MN"
ORD103130,DHL,FE1464464514,2025-11-30,2025-12-08,Delivered,"Phoenix, AZ"
ORD103131,UPS,UP6447107418,2025-11-18,2025-11-21,Delivered,"Miami, FL"
ORD103132,DHL,FE5702503210,2026-05-21,2026-05-29,Delivered,"Austin, TX"
ORD103133,FedEx,US6356842296,2025-10-15,2025-10-22,Delivered,"Chicago, IL"
ORD103134,DHL,FE3311808184,2026-05-06,2026-05-15,In Transit,"Raleigh, NC"
ORD103135,UPS,DH1016786964,2025-10-05,2025-10-10,Delivered,"Boston, MA"
ORD103136,UPS,UP2083193476,2026-06-24,2026-06-29,Delivered,"Salt Lake City, UT"
ORD103137,USPS,DH5326862109,2026-03-19,2026-03-28,Delivered,"Nashville, TN"
ORD103138,DHL,US5439406580,2026-07-22,2026-07-24,Delivered,"Phoenix, AZ"
ORD103139,UPS,US8416844680,2026-01-27,2026-02-02,In Transit,"Raleigh, NC"
ORD103140,USPS,DH2934753202,2026-02-05,2026-02-14,Out for Delivery,"Phoenix, AZ"
ORD103142,USPS,US5850373808,2025-11-09,2025-11-18,In Transit,"Seattle, WA"
ORD103144,FedEx,UP2530802149,2025-10-30,2025-11-03,Delayed - carrier exception,"Seattle, WA"
ORD103145,FedEx,UP3491955912,2026-06-29,2026-07-02,Out for Delivery,"Chicago, IL"
ORD103146,DHL,UP8161681537,2025-08-11,2025-08-18,Delivered,"Nashville, TN"
ORD103147,FedEx,FE6295595650,2026-03-10,2026-03-19,Delivered,"Portland, OR"
